epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
365,6809.02,0.91717,0.44778,0.00195,0.85711,0.67044,0.67199,0.45484,1.41332,1.11694,0.00395,0.0013964,0.0013964,0.0013964
366,6827.46,0.91434,0.49434,0.00187,0.81391,0.668,0.65995,0.43749,1.39274,1.12378,0.00382,0.0013865,0.0013865,0.0013865
367,6846.03,0.8548,0.48453,0.00182,0.85748,0.66328,0.66741,0.4483,1.36262,1.23074,0.00371,0.0013766,0.0013766,0.0013766
368,6865.75,0.92926,0.5414,0.0019,0.80001,0.64005,0.65213,0.43086,1.3496,1.24459,0.00361,0.0013667,0.0013667,0.0013667
369,6884.35,0.88792,0.45687,0.00176,0.79944,0.65567,0.6501,0.43517,1.34743,1.25142,0.00365,0.0013568,0.0013568,0.0013568
370,6902.61,0.90916,0.41598,0.0018,0.85356,0.63387,0.66527,0.45782,1.36207,1.24023,0.00372,0.0013469,0.0013469,0.0013469
371,6921.02,0.86381,0.40676,0.00165,0.80611,0.64622,0.65317,0.44884,1.3406,1.2154,0.00368,0.001337,0.001337,0.001337
372,6940,0.88448,0.41191,0.00185,0.82649,0.63059,0.64596,0.43576,1.33641,1.23972,0.00366,0.0013271,0.0013271,0.0013271
373,6959.23,0.90927,0.44924,0.00171,0.84772,0.65074,0.66332,0.45281,1.32525,1.20941,0.0036,0.0013172,0.0013172,0.0013172
374,6977.36,0.88613,0.40516,0.00169,0.86011,0.6566,0.68055,0.46603,1.34304,1.21449,0.0036,0.0013073,0.0013073,0.0013073
375,6995.85,0.88594,0.38028,0.00177,0.84829,0.67272,0.67747,0.45781,1.34337,1.19499,0.0037,0.0012974,0.0012974,0.0012974
376,7014.16,0.84683,0.42751,0.00164,0.8635,0.63883,0.66503,0.45443,1.34258,1.24456,0.00368,0.0012875,0.0012875,0.0012875
377,7033.56,0.8937,0.46814,0.0018,0.84355,0.6495,0.67261,0.45717,1.33215,1.2222,0.00364,0.0012776,0.0012776,0.0012776
378,7052.83,0.86546,0.41663,0.00167,0.83832,0.65567,0.66799,0.45461,1.34828,1.13867,0.00378,0.0012677,0.0012677,0.0012677
379,7071.32,0.83662,0.37751,0.00169,0.84377,0.62946,0.66012,0.46411,1.33214,1.15923,0.00371,0.0012578,0.0012578,0.0012578
380,7089.4,0.88001,0.39187,0.00177,0.82975,0.66512,0.67673,0.46233,1.34732,1.16866,0.0037,0.0012479,0.0012479,0.0012479
381,7107.67,0.94277,0.49008,0.00191,0.8258,0.67533,0.66784,0.44994,1.35054,1.13457,0.00369,0.001238,0.001238,0.001238
382,7126.56,0.88498,0.42478,0.00189,0.83253,0.65278,0.68023,0.46392,1.32345,1.20989,0.00362,0.0012281,0.0012281,0.0012281
383,7145.89,0.87645,0.41379,0.00173,0.87677,0.66034,0.68945,0.47506,1.30416,1.20485,0.00362,0.0012182,0.0012182,0.0012182
384,7164.34,0.83662,0.41214,0.00164,0.83689,0.68364,0.69274,0.47959,1.29805,1.19775,0.00355,0.0012083,0.0012083,0.0012083
385,7182.89,0.88917,0.42637,0.00185,0.87557,0.66184,0.6833,0.47239,1.30129,1.20907,0.00358,0.0011984,0.0011984,0.0011984
386,7201.49,0.91299,0.44775,0.00176,0.87492,0.6713,0.69931,0.47966,1.29414,1.05485,0.00359,0.0011885,0.0011885,0.0011885
387,7221.22,0.87537,0.44807,0.00167,0.85166,0.65895,0.7031,0.46896,1.29962,1.03742,0.0036,0.0011786,0.0011786,0.0011786
388,7239.65,0.86307,0.41015,0.00182,0.81061,0.68853,0.6825,0.45843,1.32951,1.23417,0.00368,0.0011687,0.0011687,0.0011687
389,7257.97,0.88394,0.50307,0.0017,0.82669,0.6675,0.6777,0.45253,1.34436,1.18903,0.00371,0.0011588,0.0011588,0.0011588
390,7276.56,0.87476,0.38297,0.00163,0.83834,0.67405,0.67829,0.45401,1.36013,1.17178,0.00381,0.0011489,0.0011489,0.0011489
391,7295.94,0.91215,0.44182,0.0018,0.8776,0.65895,0.68205,0.45157,1.37242,1.16148,0.00381,0.001139,0.001139,0.001139
392,7314.85,0.89862,0.49993,0.00182,0.82568,0.69343,0.68029,0.45642,1.33994,1.21435,0.00369,0.0011291,0.0011291,0.0011291
393,7333.15,0.86823,0.39956,0.00168,0.82776,0.70529,0.67614,0.45531,1.32985,1.19446,0.00367,0.0011192,0.0011192,0.0011192
394,7351.55,0.90198,0.43875,0.00193,0.83606,0.64098,0.66468,0.4366,1.34316,1.23466,0.0037,0.0011093,0.0011093,0.0011093
395,7370.04,0.87237,0.45069,0.00153,0.80478,0.65991,0.67317,0.44715,1.32592,1.21966,0.00367,0.0010994,0.0010994,0.0010994
396,7389.44,0.84319,0.38516,0.00179,0.84223,0.65788,0.67173,0.45795,1.33942,1.22999,0.00368,0.0010895,0.0010895,0.0010895
397,7408.19,0.82401,0.36203,0.00174,0.83129,0.65895,0.66616,0.4542,1.33285,1.25378,0.00363,0.0010796,0.0010796,0.0010796
398,7426.47,0.83986,0.43215,0.00166,0.86953,0.64866,0.67084,0.4576,1.3249,1.2357,0.00366,0.0010697,0.0010697,0.0010697
399,7444.96,0.85591,0.37712,0.00169,0.78579,0.68981,0.67555,0.46425,1.32755,1.25857,0.00361,0.0010598,0.0010598,0.0010598
400,7463.47,0.84954,0.40517,0.00181,0.79797,0.68816,0.67208,0.45598,1.34922,1.28805,0.00366,0.0010499,0.0010499,0.0010499
401,7483.2,0.88125,0.41061,0.00169,0.87049,0.64373,0.66069,0.45055,1.34235,1.31345,0.00364,0.00104,0.00104,0.00104
402,7501.44,0.86471,0.49551,0.00175,0.83946,0.67183,0.66736,0.45101,1.33451,1.2864,0.00365,0.0010301,0.0010301,0.0010301
403,7519.62,0.8213,0.38385,0.00153,0.85601,0.6624,0.67392,0.44713,1.34039,1.30817,0.00368,0.0010202,0.0010202,0.0010202
404,7537.92,0.80973,0.40352,0.00157,0.86475,0.65577,0.66932,0.43893,1.37089,1.2094,0.00385,0.0010103,0.0010103,0.0010103
405,7556.34,0.84958,0.42336,0.0016,0.8753,0.66947,0.6692,0.4471,1.34154,1.29297,0.0037,0.0010004,0.0010004,0.0010004
406,7576.02,0.80587,0.39664,0.00165,0.87353,0.65976,0.66291,0.45314,1.34395,1.26702,0.00371,0.0009905,0.0009905,0.0009905
407,7594.46,0.77679,0.39883,0.00158,0.87508,0.64781,0.67181,0.45523,1.34463,1.23853,0.00371,0.0009806,0.0009806,0.0009806
408,7612.83,0.79843,0.38945,0.0016,0.82744,0.65697,0.66508,0.46117,1.36506,1.21975,0.00372,0.0009707,0.0009707,0.0009707
409,7631.08,0.82252,0.3783,0.00158,0.87,0.6713,0.66215,0.46227,1.3212,1.2198,0.0036,0.0009608,0.0009608,0.0009608
410,7650.67,0.81602,0.40894,0.00174,0.88759,0.67747,0.66536,0.45994,1.31591,1.25505,0.00357,0.0009509,0.0009509,0.0009509
411,7669.96,0.85159,0.43181,0.00168,0.87044,0.66046,0.66121,0.46279,1.32133,1.24706,0.00358,0.000941,0.000941,0.000941
412,7688.66,0.84831,0.43939,0.00165,0.88605,0.66039,0.66689,0.45908,1.3315,1.21508,0.00363,0.0009311,0.0009311,0.0009311
413,7707.23,0.78794,0.42836,0.00157,0.86197,0.67756,0.66962,0.45879,1.32146,1.20465,0.00364,0.0009212,0.0009212,0.0009212
414,7726.31,0.81394,0.40685,0.00157,0.85951,0.6713,0.66795,0.46066,1.31916,1.22754,0.00364,0.0009113,0.0009113,0.0009113
415,7745.96,0.79834,0.44793,0.00183,0.84314,0.6713,0.66057,0.46325,1.35079,1.19848,0.00381,0.0009014,0.0009014,0.0009014
416,7764.32,0.81474,0.39485,0.00157,0.85149,0.6713,0.66199,0.46367,1.31363,1.26602,0.00363,0.0008915,0.0008915,0.0008915
417,7782.8,0.85093,0.36881,0.00168,0.85039,0.67447,0.66899,0.4608,1.30835,1.22313,0.0036,0.0008816,0.0008816,0.0008816
418,7801.29,0.78997,0.36822,0.00152,0.85185,0.66831,0.66606,0.46102,1.31415,1.22785,0.00361,0.0008717,0.0008717,0.0008717
419,7820.31,0.80241,0.39975,0.00155,0.88489,0.64606,0.66322,0.46764,1.34891,1.15818,0.00375,0.0008618,0.0008618,0.0008618
420,7839.9,0.8031,0.39981,0.00165,0.87279,0.6495,0.66395,0.46692,1.34366,1.16783,0.00378,0.0008519,0.0008519,0.0008519
421,7858.22,0.84016,0.3843,0.00159,0.81238,0.67565,0.66307,0.46558,1.33764,1.17431,0.00376,0.000842,0.000842,0.000842
422,7876.52,0.76493,0.37492,0.00151,0.86469,0.66416,0.65962,0.4589,1.3192,1.16685,0.00369,0.0008321,0.0008321,0.0008321
423,7894.62,0.80783,0.42738,0.00148,0.88922,0.67084,0.66184,0.45558,1.28515,1.24445,0.00355,0.0008222,0.0008222,0.0008222
424,7914.04,0.80104,0.41421,0.00167,0.85435,0.68003,0.66428,0.46589,1.28472,1.24071,0.00356,0.0008123,0.0008123,0.0008123
425,7932.44,0.77811,0.3598,0.00152,0.88551,0.6495,0.66381,0.4601,1.28375,1.23852,0.00352,0.0008024,0.0008024,0.0008024
426,7950.85,0.77754,0.43338,0.00153,0.8521,0.64333,0.65557,0.45311,1.27843,1.24228,0.00349,0.0007925,0.0007925,0.0007925
427,7968.94,0.81593,0.43058,0.00162,0.84105,0.65064,0.65566,0.45629,1.27822,1.22696,0.00349,0.0007826,0.0007826,0.0007826
428,7987.57,0.786,0.33335,0.00152,0.83503,0.65567,0.66287,0.46811,1.26725,1.22626,0.00344,0.0007727,0.0007727,0.0007727
429,8007.08,0.78894,0.36903,0.00156,0.77805,0.682,0.65517,0.46363,1.2747,1.23354,0.00343,0.0007628,0.0007628,0.0007628
430,8025.06,0.78287,0.37985,0.00151,0.80686,0.68275,0.65115,0.45681,1.27483,1.23954,0.00344,0.0007529,0.0007529,0.0007529
431,8043.07,0.87278,0.40647,0.00159,0.81528,0.64622,0.65339,0.45483,1.27695,1.24339,0.0034,0.000743,0.000743,0.000743
432,8061.18,0.80956,0.3623,0.00162,0.80192,0.67715,0.656,0.46096,1.29272,1.20626,0.0035,0.0007331,0.0007331,0.0007331
433,8080,0.8272,0.3949,0.00164,0.79952,0.67003,0.65933,0.46187,1.29685,1.20007,0.0035,0.0007232,0.0007232,0.0007232
434,8099.44,0.80537,0.42194,0.00155,0.89214,0.66101,0.66077,0.45888,1.29492,1.19177,0.00357,0.0007133,0.0007133,0.0007133
435,8118.16,0.76935,0.32065,0.0017,0.85999,0.65735,0.65745,0.46612,1.29202,1.22285,0.00356,0.0007034,0.0007034,0.0007034
436,8136.72,0.80466,0.39293,0.00154,0.84202,0.65428,0.66556,0.47352,1.29594,1.22087,0.00359,0.0006935,0.0006935,0.0006935
437,8155.28,0.75058,0.34602,0.0015,0.87049,0.64487,0.67465,0.48168,1.27863,1.25965,0.00348,0.0006836,0.0006836,0.0006836
438,8175.93,0.83956,0.48356,0.00165,0.83331,0.66184,0.66738,0.4662,1.29696,1.24348,0.00357,0.0006737,0.0006737,0.0006737
439,8194.68,0.83224,0.42447,0.0015,0.81153,0.66124,0.65515,0.44951,1.3009,1.2742,0.00353,0.0006638,0.0006638,0.0006638
440,8213.2,0.84188,0.40218,0.00164,0.82976,0.66802,0.66042,0.45578,1.28938,1.26741,0.00351,0.0006539,0.0006539,0.0006539
441,8231.45,0.7919,0.39261,0.00151,0.85629,0.6713,0.66687,0.46149,1.30175,1.23623,0.00353,0.000644,0.000644,0.000644
442,8250.85,0.77316,0.37214,0.00159,0.8777,0.67022,0.67304,0.46697,1.30103,1.22204,0.00357,0.0006341,0.0006341,0.0006341
443,8270.48,0.78296,0.33835,0.00145,0.868,0.67295,0.66521,0.4609,1.30206,1.24304,0.0036,0.0006242,0.0006242,0.0006242
444,8289.25,0.80692,0.38702,0.00153,0.87451,0.6713,0.66546,0.46064,1.30824,1.22868,0.00362,0.0006143,0.0006143,0.0006143
445,8308.12,0.83454,0.43267,0.00166,0.86924,0.66184,0.66345,0.46374,1.2904,1.20665,0.00358,0.0006044,0.0006044,0.0006044
446,8327.3,0.79765,0.36941,0.00146,0.88034,0.67698,0.6696,0.46569,1.30742,1.19543,0.0036,0.0005945,0.0005945,0.0005945
447,8347.16,0.79032,0.3547,0.00146,0.88027,0.6722,0.66486,0.46862,1.29144,1.19768,0.00356,0.0005846,0.0005846,0.0005846
448,8365.93,0.78238,0.42573,0.00149,0.87981,0.67747,0.66822,0.46777,1.30394,1.20742,0.00356,0.0005747,0.0005747,0.0005747
449,8385.01,0.83942,0.41899,0.00156,0.88041,0.67092,0.6682,0.46216,1.27863,1.24037,0.00355,0.0005648,0.0005648,0.0005648
450,8403.84,0.79382,0.41048,0.00155,0.86558,0.66512,0.66844,0.46126,1.30227,1.20831,0.00357,0.0005549,0.0005549,0.0005549
451,8424.13,0.79837,0.37478,0.00153,0.87286,0.65158,0.67224,0.46145,1.29766,1.2013,0.00354,0.000545,0.000545,0.000545
452,8443.28,0.72418,0.32031,0.00138,0.87008,0.661,0.67401,0.46007,1.29634,1.21098,0.00351,0.0005351,0.0005351,0.0005351
453,8461.63,0.75673,0.41716,0.00162,0.86211,0.65459,0.66242,0.45216,1.27436,1.23376,0.00346,0.0005252,0.0005252,0.0005252
454,8480.22,0.80118,0.40551,0.00162,0.81629,0.67747,0.65691,0.45307,1.26895,1.24766,0.00344,0.0005153,0.0005153,0.0005153
455,8499.45,0.78597,0.41111,0.00145,0.83532,0.67832,0.65086,0.4484,1.27282,1.22817,0.00343,0.0005054,0.0005054,0.0005054
456,8518.74,0.77151,0.39313,0.00148,0.85432,0.68364,0.65511,0.45345,1.28159,1.20542,0.00347,0.0004955,0.0004955,0.0004955
457,8537.05,0.8224,0.39915,0.00149,0.84012,0.67918,0.65203,0.45034,1.28347,1.1997,0.00346,0.0004856,0.0004856,0.0004856
458,8555.28,0.72792,0.37896,0.00149,0.83475,0.66965,0.65199,0.45066,1.27317,1.19895,0.00344,0.0004757,0.0004757,0.0004757
459,8573.44,0.74997,0.3468,0.0015,0.82046,0.66184,0.65033,0.45059,1.27014,1.22053,0.00344,0.0004658,0.0004658,0.0004658
460,8593.18,0.75131,0.36766,0.00151,0.8607,0.64005,0.65445,0.4538,1.26616,1.23425,0.00342,0.0004559,0.0004559,0.0004559
461,8612.01,0.76914,0.36056,0.00149,0.87004,0.64005,0.65563,0.45554,1.2732,1.23223,0.00343,0.000446,0.000446,0.000446
462,8630.4,0.73769,0.35484,0.00136,0.81578,0.66833,0.65781,0.45569,1.27177,1.25492,0.00342,0.0004361,0.0004361,0.0004361
463,8648.77,0.78799,0.40686,0.00172,0.81153,0.68364,0.66613,0.46734,1.27824,1.2349,0.00344,0.0004262,0.0004262,0.0004262
464,8667.92,0.71868,0.33899,0.00133,0.8218,0.67741,0.66119,0.45776,1.28871,1.24842,0.00348,0.0004163,0.0004163,0.0004163
465,8687.38,0.76187,0.37541,0.00157,0.84396,0.65239,0.66055,0.45401,1.30604,1.17656,0.00357,0.0004064,0.0004064,0.0004064
466,8705.66,0.78558,0.38223,0.00156,0.85049,0.66802,0.66084,0.45476,1.28853,1.2521,0.00349,0.0003965,0.0003965,0.0003965
467,8723.99,0.81979,0.40877,0.00168,0.8359,0.68101,0.66388,0.45522,1.30009,1.23257,0.00351,0.0003866,0.0003866,0.0003866
468,8742.53,0.73917,0.33353,0.00146,0.82068,0.6731,0.66276,0.4598,1.29683,1.21718,0.00353,0.0003767,0.0003767,0.0003767
469,8762.36,0.79178,0.40308,0.0015,0.83755,0.66802,0.66511,0.46639,1.29834,1.21334,0.00351,0.0003668,0.0003668,0.0003668
470,8780.99,0.80871,0.43904,0.00145,0.83568,0.6792,0.66654,0.46801,1.28767,1.2168,0.00349,0.0003569,0.0003569,0.0003569
471,8799.65,0.7467,0.37405,0.00145,0.84068,0.68145,0.66767,0.46912,1.28912,1.20124,0.00352,0.000347,0.000347,0.000347
472,8817.88,0.77416,0.37248,0.00152,0.82837,0.68364,0.6668,0.46564,1.28854,1.20843,0.00349,0.0003371,0.0003371,0.0003371
473,8836.61,0.72522,0.36645,0.00141,0.81865,0.67833,0.66367,0.46568,1.28286,1.22122,0.00348,0.0003272,0.0003272,0.0003272
474,8856.39,0.75896,0.37894,0.00143,0.82646,0.66449,0.66364,0.46543,1.28816,1.21832,0.00348,0.0003173,0.0003173,0.0003173
475,8874.55,0.72145,0.30937,0.00138,0.82866,0.66427,0.66384,0.46579,1.29226,1.22191,0.00352,0.0003074,0.0003074,0.0003074
476,8892.87,0.71316,0.34933,0.00141,0.83947,0.66679,0.66691,0.46751,1.30524,1.14848,0.00365,0.0002975,0.0002975,0.0002975
477,8911.49,0.77479,0.37008,0.00152,0.8321,0.66184,0.66554,0.46471,1.31729,1.14712,0.00367,0.0002876,0.0002876,0.0002876
478,8930.54,0.78606,0.41132,0.00164,0.83973,0.66802,0.66524,0.46157,1.31442,1.1395,0.00368,0.0002777,0.0002777,0.0002777
479,8950.16,0.79185,0.40483,0.00141,0.8679,0.65198,0.67157,0.46502,1.30814,1.1363,0.00366,0.0002678,0.0002678,0.0002678
480,8968.43,0.74881,0.35529,0.00145,0.87415,0.67678,0.67286,0.46108,1.30916,1.13115,0.00365,0.0002579,0.0002579,0.0002579
481,8986.82,0.73921,0.3631,0.00143,0.86048,0.67747,0.67542,0.46009,1.31229,1.12382,0.00365,0.000248,0.000248,0.000248
482,9005.26,0.72295,0.38096,0.00153,0.84711,0.68364,0.67447,0.4587,1.30597,1.1309,0.00365,0.0002381,0.0002381,0.0002381
483,9025.07,0.73976,0.37421,0.00143,0.87879,0.68364,0.67237,0.45947,1.31564,1.13023,0.00366,0.0002282,0.0002282,0.0002282
484,9043.79,0.70439,0.33809,0.00135,0.88124,0.67136,0.67202,0.45932,1.32264,1.12834,0.00368,0.0002183,0.0002183,0.0002183
485,9062.43,0.77005,0.41706,0.00145,0.8743,0.6826,0.67299,0.45868,1.32085,1.12841,0.00367,0.0002084,0.0002084,0.0002084
486,9081.04,0.74505,0.36683,0.00142,0.87239,0.6779,0.67302,0.46415,1.31982,1.13071,0.00367,0.0001985,0.0001985,0.0001985
487,9100.59,0.75409,0.38616,0.00149,0.87491,0.67743,0.67141,0.46416,1.32025,1.12723,0.00368,0.0001886,0.0001886,0.0001886
488,9119.8,0.73347,0.3639,0.00143,0.87091,0.68364,0.6732,0.46473,1.31589,1.12059,0.00367,0.0001787,0.0001787,0.0001787
489,9138.18,0.70825,0.37344,0.0014,0.87908,0.67723,0.67412,0.46565,1.31206,1.11447,0.00367,0.0001688,0.0001688,0.0001688
490,9156.75,0.69448,0.33128,0.00139,0.88222,0.68219,0.67384,0.46248,1.31457,1.12493,0.00366,0.0001589,0.0001589,0.0001589
491,9177.65,0.72885,0.2856,0.00152,0.89952,0.68321,0.67711,0.46214,1.31428,1.09756,0.00365,0.000149,0.000149,0.000149
492,9196.48,0.71707,0.28074,0.0015,0.84008,0.68364,0.67871,0.4643,1.30839,1.09058,0.00365,0.0001391,0.0001391,0.0001391
493,9214.3,0.67319,0.26223,0.0014,0.898,0.66424,0.68219,0.4673,1.30322,1.07471,0.00366,0.0001292,0.0001292,0.0001292
494,9232.25,0.69639,0.28551,0.00147,0.85896,0.68299,0.68255,0.46571,1.30348,1.07507,0.00364,0.0001193,0.0001193,0.0001193
495,9250.06,0.65727,0.33972,0.0013,0.89068,0.67747,0.68503,0.46881,1.29699,1.07138,0.00364,0.0001094,0.0001094,0.0001094
496,9268.2,0.72461,0.27117,0.00143,0.89162,0.67747,0.68341,0.46663,1.27736,1.13347,0.00356,9.95e-05,9.95e-05,9.95e-05
497,9286.4,0.68259,0.28408,0.00135,0.8906,0.67747,0.68324,0.46726,1.28236,1.13284,0.00357,8.96e-05,8.96e-05,8.96e-05
498,9305.42,0.68154,0.33061,0.00129,0.89209,0.6767,0.68225,0.46585,1.28421,1.13898,0.00357,7.97e-05,7.97e-05,7.97e-05
499,9323.32,0.65846,0.28377,0.00141,0.8936,0.67576,0.68209,0.46525,1.28645,1.13393,0.00358,6.98e-05,6.98e-05,6.98e-05
500,9341.29,0.67613,0.2728,0.00132,0.8944,0.67608,0.68333,0.46758,1.28974,1.13334,0.00358,5.99e-05,5.99e-05,5.99e-05
