epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3342.74,1.32969,0.68693,0.00276,0.67615,0.58481,0.57271,0.34031,1.42945,1.25652,0.00424,0.0032378,0.0032378,0.0032378
180,3361.97,1.37025,0.72496,0.00309,0.67835,0.60898,0.61009,0.33187,1.47381,1.33285,0.00403,0.0032279,0.0032279,0.0032279
181,3380.12,1.46324,0.92688,0.00321,0.62949,0.6666,0.57028,0.31625,1.43485,1.36524,0.00413,0.003218,0.003218,0.003218
182,3398.52,1.30865,0.71224,0.00283,0.694,0.5434,0.58646,0.3382,1.52659,1.35312,0.00445,0.0032081,0.0032081,0.0032081
183,3416.58,1.35058,0.7651,0.00288,0.60251,0.62442,0.60711,0.34106,1.39699,1.48332,0.00367,0.0031982,0.0031982,0.0031982
184,3434.96,1.36135,0.80112,0.00287,0.80979,0.59396,0.62931,0.34901,1.4742,1.32638,0.00397,0.0031883,0.0031883,0.0031883
185,3454.34,1.29718,0.74504,0.00283,0.77232,0.53121,0.59996,0.34286,1.38201,1.31267,0.00387,0.0031784,0.0031784,0.0031784
186,3472.52,1.33499,0.7376,0.00278,0.7253,0.61904,0.59898,0.34395,1.36998,1.28543,0.00371,0.0031685,0.0031685,0.0031685
187,3490.58,1.30931,0.81456,0.00276,0.70606,0.62838,0.59739,0.35645,1.33867,1.2527,0.00355,0.0031586,0.0031586,0.0031586
188,3508.76,1.4131,0.80192,0.0029,0.65782,0.57367,0.57583,0.33139,1.46297,1.37704,0.00389,0.0031487,0.0031487,0.0031487
189,3527.01,1.30036,0.71243,0.00275,0.72392,0.54051,0.59484,0.34503,1.5215,1.34129,0.0043,0.0031388,0.0031388,0.0031388
190,3546.16,1.35652,0.73994,0.00275,0.70865,0.54958,0.59602,0.35849,1.47039,1.24017,0.00418,0.0031289,0.0031289,0.0031289
191,3565.38,1.28588,0.74616,0.00282,0.72315,0.587,0.59051,0.33186,1.45714,1.17059,0.00405,0.003119,0.003119,0.003119
192,3583.65,1.28602,0.71178,0.00263,0.6759,0.66392,0.61691,0.35476,1.39585,1.19841,0.00383,0.0031091,0.0031091,0.0031091
193,3601.67,1.31874,0.73616,0.00275,0.68442,0.62492,0.60645,0.32894,1.45573,1.27715,0.00395,0.0030992,0.0030992,0.0030992
194,3619.83,1.32193,0.66566,0.00267,0.71464,0.58848,0.57639,0.34155,1.4366,1.33985,0.00399,0.0030893,0.0030893,0.0030893
195,3639.06,1.23817,0.70183,0.00254,0.74989,0.53434,0.58491,0.34168,1.45073,1.27199,0.00405,0.0030794,0.0030794,0.0030794
196,3658.21,1.28607,0.72294,0.00272,0.74602,0.54051,0.56918,0.3489,1.50251,1.30711,0.00423,0.0030695,0.0030695,0.0030695
197,3676.08,1.20229,0.63304,0.00269,0.6966,0.646,0.60854,0.326,1.51875,1.29917,0.00419,0.0030596,0.0030596,0.0030596
198,3693.93,1.30728,0.75996,0.00269,0.78533,0.5898,0.61334,0.33268,1.45382,1.3501,0.00397,0.0030497,0.0030497,0.0030497
199,3711.94,1.3467,0.75165,0.00285,0.71475,0.55613,0.56791,0.31704,1.41743,1.35716,0.0038,0.0030398,0.0030398,0.0030398
200,3731.2,1.31142,0.73837,0.00261,0.69773,0.56848,0.55794,0.30799,1.48928,1.33072,0.00422,0.0030299,0.0030299,0.0030299
201,3750.05,1.3084,0.77749,0.00287,0.705,0.59265,0.59492,0.33677,1.48241,1.30166,0.00417,0.00302,0.00302,0.00302
202,3768.29,1.29544,0.67524,0.00274,0.69072,0.61486,0.58786,0.32371,1.52778,1.29712,0.00421,0.0030101,0.0030101,0.0030101
203,3786.5,1.30927,0.67655,0.00287,0.73765,0.54531,0.59105,0.35679,1.45035,1.30479,0.00398,0.0030002,0.0030002,0.0030002
204,3804.72,1.30476,0.66909,0.00273,0.77713,0.52884,0.59597,0.36087,1.44216,1.30816,0.00393,0.0029903,0.0029903,0.0029903
205,3824.51,1.2837,0.70901,0.00272,0.68644,0.61322,0.60098,0.37303,1.50219,1.37411,0.0042,0.0029804,0.0029804,0.0029804
206,3842.86,1.3155,0.7855,0.00266,0.69951,0.60905,0.61045,0.34932,1.48691,1.3201,0.00419,0.0029705,0.0029705,0.0029705
207,3861.14,1.21888,0.63536,0.00253,0.76665,0.56848,0.6315,0.37018,1.47027,1.27053,0.0041,0.0029606,0.0029606,0.0029606
208,3879.27,1.29343,0.70088,0.00264,0.74632,0.62176,0.62712,0.37936,1.47952,1.32479,0.00405,0.0029507,0.0029507,0.0029507
209,3898.13,1.24062,0.62517,0.0025,0.63128,0.64895,0.58709,0.35501,1.46563,1.39135,0.00415,0.0029408,0.0029408,0.0029408
210,3917.38,1.22624,0.59437,0.00256,0.68022,0.62045,0.58042,0.35222,1.49569,1.21544,0.00421,0.0029309,0.0029309,0.0029309
211,3935.49,1.2947,0.73012,0.00258,0.76473,0.49777,0.57778,0.35687,1.47457,1.18391,0.00415,0.002921,0.002921,0.002921
212,3953.78,1.25314,0.55742,0.00271,0.77948,0.54027,0.59005,0.36895,1.38651,1.28612,0.00367,0.0029111,0.0029111,0.0029111
213,3972.03,1.24368,0.58211,0.00252,0.74263,0.64294,0.62995,0.35806,1.52811,1.30013,0.00445,0.0029012,0.0029012,0.0029012
214,3991.85,1.21021,0.61769,0.0025,0.71915,0.59124,0.59361,0.34016,1.54599,1.27221,0.00457,0.0028913,0.0028913,0.0028913
215,4009.6,1.2492,0.66259,0.00278,0.69802,0.57009,0.56069,0.33758,1.48087,1.30471,0.00418,0.0028814,0.0028814,0.0028814
216,4027.43,1.23492,0.79184,0.00263,0.63333,0.57262,0.5684,0.33501,1.5277,1.25747,0.00429,0.0028715,0.0028715,0.0028715
217,4045.49,1.29038,0.74483,0.00257,0.76809,0.52246,0.59165,0.35914,1.5048,1.35801,0.00418,0.0028616,0.0028616,0.0028616
218,4063.44,1.27941,0.65434,0.00263,0.73726,0.5652,0.57312,0.34857,1.54401,1.25833,0.00432,0.0028517,0.0028517,0.0028517
219,4082.75,1.25282,0.75841,0.00275,0.66516,0.59923,0.56291,0.32964,1.48177,1.46503,0.0041,0.0028418,0.0028418,0.0028418
220,4101.01,1.25264,0.69888,0.00264,0.74857,0.63387,0.59248,0.35076,1.47757,1.37115,0.00402,0.0028319,0.0028319,0.0028319
221,4119.36,1.2368,0.66752,0.00259,0.69015,0.57602,0.58755,0.36026,1.42722,1.38897,0.00396,0.002822,0.002822,0.002822
222,4137.57,1.22996,0.64566,0.00256,0.80252,0.55837,0.61993,0.38856,1.4483,1.3915,0.00413,0.0028121,0.0028121,0.0028121
223,4156.83,1.18037,0.6297,0.00245,0.77309,0.59445,0.58459,0.35114,1.46572,1.32653,0.00411,0.0028022,0.0028022,0.0028022
224,4176.13,1.23109,0.68687,0.00254,0.73305,0.60317,0.60297,0.36077,1.4705,1.41174,0.00396,0.0027923,0.0027923,0.0027923
225,4193.93,1.18453,0.65024,0.00234,0.66982,0.62319,0.61098,0.37616,1.52689,1.38904,0.00439,0.0027824,0.0027824,0.0027824
226,4211.77,1.21527,0.64701,0.00242,0.75231,0.59028,0.61277,0.37108,1.38082,1.18582,0.00376,0.0027725,0.0027725,0.0027725
227,4229.56,1.27264,0.66159,0.00291,0.65133,0.63531,0.62112,0.37699,1.44947,1.17699,0.00404,0.0027626,0.0027626,0.0027626
228,4247.93,1.17539,0.60104,0.00244,0.61633,0.65312,0.57226,0.36759,1.42773,1.20532,0.00382,0.0027527,0.0027527,0.0027527
229,4267.12,1.19882,0.71235,0.00258,0.83876,0.57591,0.62038,0.39658,1.4686,1.40187,0.00414,0.0027428,0.0027428,0.0027428
230,4285.14,1.20592,0.63385,0.00253,0.71208,0.61166,0.60647,0.34752,1.52647,1.24474,0.00417,0.0027329,0.0027329,0.0027329
231,4303.02,1.18023,0.59831,0.00238,0.78543,0.5467,0.61228,0.38022,1.40963,1.06835,0.00382,0.002723,0.002723,0.002723
232,4321.29,1.27161,0.71804,0.00274,0.7321,0.58554,0.58446,0.35151,1.47121,1.24043,0.00402,0.0027131,0.0027131,0.0027131
233,4339.88,1.26034,0.62964,0.00276,0.74032,0.56687,0.59772,0.31575,1.49975,1.29405,0.00411,0.0027032,0.0027032,0.0027032
234,4358.98,1.20466,0.6151,0.00253,0.68399,0.60992,0.56818,0.32711,1.45387,1.34251,0.00398,0.0026933,0.0026933,0.0026933
235,4377.06,1.17417,0.62145,0.00245,0.79604,0.57846,0.61941,0.36093,1.4942,1.3127,0.00425,0.0026834,0.0026834,0.0026834
236,4395.07,1.26973,0.70742,0.00257,0.74981,0.64328,0.64814,0.39275,1.40625,1.41046,0.00387,0.0026735,0.0026735,0.0026735
237,4413.14,1.21095,0.63557,0.00263,0.72066,0.62358,0.59507,0.36667,1.43924,1.29817,0.00387,0.0026636,0.0026636,0.0026636
238,4432.09,1.2082,0.65797,0.00255,0.75816,0.61497,0.60642,0.37471,1.43702,1.29634,0.00386,0.0026537,0.0026537,0.0026537
239,4451,1.16619,0.52724,0.00254,0.77502,0.58989,0.61898,0.38559,1.43017,1.37526,0.00374,0.0026438,0.0026438,0.0026438
240,4469.15,1.2423,0.68283,0.00256,0.66687,0.6578,0.63028,0.37537,1.48191,1.35629,0.00407,0.0026339,0.0026339,0.0026339
241,4487.37,1.16111,0.56062,0.00257,0.75509,0.59317,0.60091,0.37112,1.45786,1.32929,0.00399,0.002624,0.002624,0.002624
242,4505.69,1.11986,0.57309,0.00231,0.75276,0.59028,0.61998,0.38418,1.44344,1.35961,0.0038,0.0026141,0.0026141,0.0026141
243,4525.11,1.19551,0.63883,0.0024,0.74692,0.6059,0.61867,0.38746,1.38867,1.28303,0.00371,0.0026042,0.0026042,0.0026042
244,4543.33,1.27093,0.66181,0.00267,0.75653,0.67747,0.65841,0.39675,1.33825,1.23934,0.00357,0.0025943,0.0025943,0.0025943
245,4561.62,1.14016,0.56494,0.00236,0.78145,0.64837,0.6518,0.40086,1.34493,1.2957,0.00358,0.0025844,0.0025844,0.0025844
246,4580.03,1.15499,0.54405,0.00242,0.74619,0.66802,0.64199,0.37839,1.44014,1.29226,0.00388,0.0025745,0.0025745,0.0025745
247,4599.89,1.18569,0.66874,0.00246,0.67614,0.6353,0.61838,0.36285,1.46326,1.33073,0.00397,0.0025646,0.0025646,0.0025646
248,4618.16,1.14027,0.58092,0.00246,0.71262,0.63059,0.60427,0.37288,1.4764,1.23839,0.00409,0.0025547,0.0025547,0.0025547
249,4636.28,1.18293,0.59144,0.00247,0.76002,0.59346,0.6209,0.37181,1.376,1.25982,0.00357,0.0025448,0.0025448,0.0025448
250,4654.48,1.08303,0.57061,0.00241,0.72579,0.59028,0.62721,0.37223,1.46198,1.41353,0.00394,0.0025349,0.0025349,0.0025349
251,4673.43,1.19817,0.59561,0.00239,0.74161,0.59645,0.59638,0.36006,1.40542,1.27118,0.00376,0.002525,0.002525,0.002525
252,4692.65,1.15201,0.64989,0.00245,0.75132,0.55903,0.59627,0.37733,1.42748,1.24912,0.00391,0.0025151,0.0025151,0.0025151
253,4710.86,1.18313,0.6586,0.00247,0.76245,0.57504,0.61543,0.38147,1.43379,1.5063,0.00375,0.0025052,0.0025052,0.0025052
254,4729.16,1.14685,0.5934,0.00237,0.7854,0.61208,0.62821,0.38544,1.4832,1.19715,0.00412,0.0024953,0.0024953,0.0024953
255,4747.42,1.16671,0.65377,0.00235,0.7208,0.62964,0.61868,0.38027,1.43979,1.25477,0.00394,0.0024854,0.0024854,0.0024854
256,4766.51,1.13879,0.59018,0.00241,0.69608,0.5859,0.60197,0.3795,1.35632,1.16306,0.00373,0.0024755,0.0024755,0.0024755
257,4785.72,1.1049,0.56902,0.00222,0.79845,0.5736,0.63108,0.40095,1.42205,1.11549,0.00384,0.0024656,0.0024656,0.0024656
258,4804.2,1.12978,0.61042,0.00238,0.72885,0.55575,0.5945,0.37332,1.46351,1.18667,0.00409,0.0024557,0.0024557,0.0024557
259,4822.48,1.10418,0.55861,0.00231,0.79805,0.53569,0.5917,0.38129,1.32944,1.31739,0.00342,0.0024458,0.0024458,0.0024458
260,4841.17,1.11951,0.5663,0.0022,0.70425,0.63059,0.58647,0.36655,1.36212,1.24412,0.00371,0.0024359,0.0024359,0.0024359
261,4860.72,1.14716,0.55336,0.00235,0.69324,0.61395,0.57977,0.34473,1.39216,1.22351,0.00386,0.002426,0.002426,0.002426
262,4878.88,1.07508,0.52932,0.00217,0.69107,0.59645,0.59378,0.36115,1.37441,1.16244,0.00378,0.0024161,0.0024161,0.0024161
263,4897.42,1.1175,0.53067,0.00231,0.64057,0.64016,0.59235,0.37127,1.43578,1.16792,0.00398,0.0024062,0.0024062,0.0024062
264,4915.38,1.1419,0.61052,0.00259,0.72208,0.56928,0.58297,0.38561,1.41255,1.14358,0.00389,0.0023963,0.0023963,0.0023963
265,4934.15,1.1246,0.60883,0.00233,0.69578,0.59366,0.57955,0.36735,1.44203,1.11968,0.00399,0.0023864,0.0023864,0.0023864
266,4953.05,1.13173,0.54025,0.00227,0.69945,0.58372,0.55796,0.37064,1.41186,1.34305,0.00397,0.0023765,0.0023765,0.0023765
267,4971.12,1.08212,0.58051,0.00221,0.65419,0.64294,0.61727,0.3865,1.48639,1.17503,0.00427,0.0023666,0.0023666,0.0023666
268,4989.15,1.12183,0.57412,0.00236,0.74455,0.62735,0.64348,0.37682,1.49409,1.2014,0.00423,0.0023567,0.0023567,0.0023567
269,5007.1,1.09953,0.50603,0.00228,0.79314,0.57148,0.61655,0.37591,1.412,1.1908,0.00365,0.0023468,0.0023468,0.0023468
270,5025.76,1.04425,0.52544,0.00204,0.72447,0.62886,0.59469,0.37139,1.39351,1.132,0.00378,0.0023369,0.0023369,0.0023369
271,5045,1.05712,0.49162,0.00213,0.65621,0.58257,0.55834,0.34129,1.4093,1.12605,0.00396,0.002327,0.002327,0.002327
272,5062.91,1.05801,0.55653,0.0021,0.66631,0.67417,0.59226,0.36352,1.45107,1.12626,0.00402,0.0023171,0.0023171,0.0023171
273,5080.98,1.05881,0.58015,0.00221,0.81972,0.63851,0.65212,0.37997,1.38563,1.24397,0.00367,0.0023072,0.0023072,0.0023072
274,5098.85,1.06709,0.50843,0.00217,0.70047,0.62114,0.58935,0.35303,1.41269,1.35857,0.00367,0.0022973,0.0022973,0.0022973
275,5117.71,1.02524,0.48685,0.00225,0.76442,0.61497,0.62226,0.39342,1.4146,1.34016,0.00375,0.0022874,0.0022874,0.0022874
276,5136.58,1.08491,0.56451,0.0021,0.72709,0.61299,0.62779,0.38786,1.3995,1.32231,0.00374,0.0022775,0.0022775,0.0022775
277,5154.74,1.08961,0.52432,0.0022,0.71529,0.62002,0.63601,0.3891,1.44507,1.40054,0.00375,0.0022676,0.0022676,0.0022676
278,5172.93,1.0928,0.57293,0.00234,0.81315,0.56231,0.65325,0.41091,1.40153,1.471,0.0036,0.0022577,0.0022577,0.0022577
279,5191.36,1.09677,0.58486,0.00224,0.76908,0.61825,0.63336,0.37649,1.44393,1.469,0.00393,0.0022478,0.0022478,0.0022478
280,5211.13,1.12785,0.46918,0.00229,0.65253,0.64622,0.60758,0.37812,1.48091,1.38398,0.00394,0.0022379,0.0022379,0.0022379
281,5229.37,1.09679,0.54812,0.0022,0.74001,0.55148,0.58623,0.37331,1.45667,1.45625,0.00393,0.002228,0.002228,0.002228
282,5247.53,1.05925,0.55134,0.00203,0.7128,0.64911,0.61181,0.38068,1.47964,1.36795,0.00398,0.0022181,0.0022181,0.0022181
283,5265.8,1.02462,0.51108,0.0021,0.75337,0.63132,0.61885,0.3791,1.48937,1.38619,0.00402,0.0022082,0.0022082,0.0022082
284,5284.83,1.05832,0.51647,0.00213,0.78641,0.62599,0.65317,0.40133,1.41546,1.18638,0.0038,0.0021983,0.0021983,0.0021983
285,5304.24,1.1344,0.62827,0.00228,0.77779,0.64622,0.63119,0.39555,1.37278,1.20276,0.00362,0.0021884,0.0021884,0.0021884
286,5322.6,1.09506,0.55177,0.0023,0.75907,0.61497,0.6321,0.40486,1.36125,1.51229,0.0036,0.0021785,0.0021785,0.0021785
287,5340.95,1.09774,0.57552,0.00219,0.81356,0.59783,0.6699,0.40989,1.42458,1.49429,0.00382,0.0021686,0.0021686,0.0021686
288,5359.69,1.03542,0.50307,0.00209,0.83812,0.57026,0.63205,0.40364,1.44514,1.23805,0.00394,0.0021587,0.0021587,0.0021587
289,5379.41,1.10173,0.54206,0.00222,0.74344,0.60262,0.61616,0.38179,1.42507,1.20909,0.00389,0.0021488,0.0021488,0.0021488
290,5397.56,1.03528,0.5366,0.00209,0.67783,0.66282,0.60719,0.37067,1.43765,1.25813,0.00395,0.0021389,0.0021389,0.0021389
291,5415.81,1.00812,0.64735,0.0021,0.77781,0.61825,0.626,0.3878,1.42992,1.21757,0.00408,0.002129,0.002129,0.002129
292,5435.12,1.18963,0.69025,0.00243,0.76051,0.64292,0.64233,0.38311,1.41808,1.28124,0.00394,0.0021191,0.0021191,0.0021191
293,5454.98,1.03313,0.52187,0.00212,0.74334,0.66802,0.6517,0.40008,1.43865,1.30347,0.00397,0.0021092,0.0021092,0.0021092
294,5473.13,1.04006,0.47657,0.00222,0.79283,0.65942,0.66285,0.41221,1.43154,1.38079,0.00378,0.0020993,0.0020993,0.0020993
295,5492.07,1.01296,0.50822,0.00207,0.79814,0.66512,0.68538,0.43006,1.42575,1.279,0.00375,0.0020894,0.0020894,0.0020894
296,5511.2,1.00414,0.47012,0.00186,0.83595,0.64309,0.67193,0.42325,1.41003,1.25012,0.0037,0.0020795,0.0020795,0.0020795
297,5530.99,1.09298,0.5054,0.00226,0.78357,0.64005,0.68035,0.43361,1.40047,1.19246,0.00378,0.0020696,0.0020696,0.0020696
298,5550.02,1.10181,0.5219,0.00233,0.82252,0.6495,0.66962,0.41355,1.43541,1.18679,0.00395,0.0020597,0.0020597,0.0020597
299,5568.47,1.10244,0.61882,0.00219,0.79882,0.64971,0.65229,0.40603,1.41577,1.31402,0.00388,0.0020498,0.0020498,0.0020498
300,5586.92,1.07095,0.57575,0.00225,0.81482,0.60848,0.63773,0.41236,1.33513,1.1803,0.00371,0.0020399,0.0020399,0.0020399
301,5607,1.07162,0.53289,0.00219,0.8305,0.61135,0.66141,0.42461,1.38111,1.18107,0.00394,0.00203,0.00203,0.00203
302,5625.61,1.00453,0.56704,0.00213,0.77892,0.63606,0.64696,0.39944,1.44396,1.2601,0.00408,0.0020201,0.0020201,0.0020201
303,5643.82,0.99498,0.47491,0.00202,0.74194,0.66868,0.63722,0.4174,1.40916,1.32239,0.00394,0.0020102,0.0020102,0.0020102
304,5661.96,1.05608,0.56124,0.00204,0.72309,0.63241,0.62043,0.41372,1.42206,1.18615,0.00403,0.0020003,0.0020003,0.0020003
305,5681.78,1.06336,0.54588,0.0022,0.80077,0.63387,0.62437,0.40854,1.40328,1.16792,0.00394,0.0019904,0.0019904,0.0019904
306,5701.14,1.02671,0.48596,0.00202,0.739,0.6636,0.64937,0.41146,1.3488,1.26346,0.00363,0.0019805,0.0019805,0.0019805
307,5719.5,1.06207,0.51252,0.00208,0.75454,0.65725,0.64323,0.40576,1.37245,1.22985,0.00375,0.0019706,0.0019706,0.0019706
308,5737.98,1.04325,0.49392,0.00208,0.80185,0.61596,0.65069,0.41359,1.32728,1.35553,0.00358,0.0019607,0.0019607,0.0019607
309,5756.32,1.05414,0.50049,0.00218,0.78243,0.66797,0.67435,0.42264,1.37292,1.20434,0.00384,0.0019508,0.0019508,0.0019508
310,5775.9,1.0544,0.52657,0.00215,0.80024,0.66184,0.6715,0.41383,1.36372,1.25054,0.00372,0.0019409,0.0019409,0.0019409
311,5794.29,1.03568,0.50576,0.00199,0.74661,0.66023,0.66044,0.41224,1.36458,1.25759,0.00371,0.001931,0.001931,0.001931
312,5812.59,0.99526,0.50871,0.002,0.80072,0.60347,0.63829,0.40956,1.43125,1.27597,0.00402,0.0019211,0.0019211,0.0019211
313,5831.32,0.94128,0.44475,0.00203,0.74403,0.63986,0.63774,0.40647,1.38212,1.29326,0.00376,0.0019112,0.0019112,0.0019112
314,5850.85,1.01449,0.55997,0.00211,0.82373,0.65567,0.64677,0.41641,1.36334,1.25973,0.00361,0.0019013,0.0019013,0.0019013
315,5870.29,1.03277,0.49871,0.00217,0.82804,0.64005,0.6453,0.42297,1.34268,1.24794,0.00355,0.0018914,0.0018914,0.0018914
316,5888.71,0.98078,0.44977,0.00191,0.79784,0.59317,0.63115,0.41141,1.36609,1.27529,0.00365,0.0018815,0.0018815,0.0018815
317,5907.09,0.99248,0.49189,0.0021,0.74862,0.6088,0.64054,0.40876,1.33212,1.13969,0.00355,0.0018716,0.0018716,0.0018716
318,5925.49,0.96053,0.50556,0.0019,0.79743,0.65382,0.65781,0.41887,1.39884,1.18961,0.0037,0.0018617,0.0018617,0.0018617
319,5945.41,0.96741,0.43526,0.00195,0.72475,0.6698,0.65788,0.41924,1.37498,1.18707,0.0037,0.0018518,0.0018518,0.0018518
320,5963.64,0.98838,0.48914,0.00206,0.78712,0.66155,0.66787,0.42829,1.37278,1.15462,0.00375,0.0018419,0.0018419,0.0018419
321,5982.05,1.05415,0.52858,0.0022,0.84996,0.6088,0.67311,0.44707,1.35963,1.18638,0.00374,0.001832,0.001832,0.001832
322,6000.53,0.95948,0.47102,0.00204,0.78253,0.67346,0.67059,0.439,1.3089,1.03212,0.00364,0.0018221,0.0018221,0.0018221
323,6019.3,0.97713,0.46178,0.00196,0.81048,0.65624,0.66867,0.42781,1.30026,1.04031,0.00359,0.0018122,0.0018122,0.0018122
324,6038.89,0.94173,0.44282,0.00184,0.76549,0.62364,0.65684,0.41383,1.36364,1.24291,0.00375,0.0018023,0.0018023,0.0018023
325,6057.13,0.94488,0.4869,0.00189,0.71564,0.66413,0.63035,0.40012,1.3653,1.24104,0.0037,0.0017924,0.0017924,0.0017924
326,6075.34,0.98881,0.51744,0.00194,0.72851,0.67747,0.62584,0.40558,1.38163,1.17915,0.00371,0.0017825,0.0017825,0.0017825
327,6093.52,1.01607,0.44948,0.00198,0.75772,0.64865,0.61116,0.40397,1.39704,1.18416,0.00379,0.0017726,0.0017726,0.0017726
328,6113.02,0.94587,0.46669,0.00188,0.73723,0.65567,0.6373,0.4012,1.43253,1.17395,0.00397,0.0017627,0.0017627,0.0017627
329,6132.08,0.92642,0.46706,0.00191,0.82154,0.64005,0.6578,0.42351,1.4703,1.1904,0.00409,0.0017528,0.0017528,0.0017528
330,6150.54,0.93268,0.41182,0.00192,0.87135,0.65567,0.67923,0.42242,1.45392,1.20363,0.00405,0.0017429,0.0017429,0.0017429
331,6168.94,0.92649,0.38736,0.00188,0.79504,0.66285,0.68497,0.43599,1.42879,1.17015,0.00388,0.001733,0.001733,0.001733
332,6188.06,0.95974,0.46215,0.0019,0.83524,0.68649,0.68515,0.44542,1.37711,1.17366,0.0038,0.0017231,0.0017231,0.0017231
333,6207.09,0.92906,0.52784,0.00206,0.79766,0.65856,0.66104,0.4421,1.30377,1.15812,0.00364,0.0017132,0.0017132,0.0017132
334,6225.27,0.97558,0.46295,0.00184,0.81188,0.64294,0.66267,0.43811,1.33536,1.21426,0.00374,0.0017033,0.0017033,0.0017033
335,6243.68,0.9184,0.46385,0.00191,0.82628,0.68981,0.6735,0.44967,1.3906,1.25357,0.00393,0.0016934,0.0016934,0.0016934
336,6262.26,0.95184,0.43655,0.00198,0.79661,0.6713,0.66135,0.44672,1.36795,1.26196,0.00383,0.0016835,0.0016835,0.0016835
337,6282.16,0.94271,0.55153,0.00179,0.82908,0.64491,0.67216,0.44584,1.36381,1.18988,0.00379,0.0016736,0.0016736,0.0016736
338,6301.05,0.93277,0.52123,0.00189,0.78039,0.70675,0.66796,0.45022,1.33922,1.15516,0.00377,0.0016637,0.0016637,0.0016637
339,6319.93,0.95314,0.47526,0.00202,0.79199,0.66802,0.66303,0.45359,1.34742,1.13134,0.00382,0.0016538,0.0016538,0.0016538
340,6338.42,0.93075,0.43852,0.00186,0.80586,0.66184,0.66588,0.45151,1.38492,1.14316,0.00391,0.0016439,0.0016439,0.0016439
341,6357.78,0.97756,0.49934,0.00195,0.83567,0.65567,0.6736,0.46159,1.34398,1.21672,0.0037,0.001634,0.001634,0.001634
342,6377.05,0.91629,0.45136,0.00195,0.84062,0.651,0.66847,0.44263,1.36202,1.23745,0.00376,0.0016241,0.0016241,0.0016241
343,6395.48,0.91704,0.44314,0.00188,0.76417,0.68191,0.66083,0.43588,1.37767,1.27815,0.00372,0.0016142,0.0016142,0.0016142
344,6413.79,0.92817,0.41966,0.00181,0.71271,0.69548,0.64775,0.42935,1.35569,1.25742,0.00366,0.0016043,0.0016043,0.0016043
345,6432.23,0.93703,0.45632,0.00201,0.79393,0.68036,0.65884,0.43425,1.35215,1.19935,0.00365,0.0015944,0.0015944,0.0015944
346,6452.29,0.95709,0.41752,0.0019,0.80262,0.6792,0.66385,0.43223,1.28896,0.9988,0.00347,0.0015845,0.0015845,0.0015845
347,6470.71,0.9382,0.43446,0.00189,0.79252,0.6713,0.67902,0.44724,1.33289,1.17882,0.00356,0.0015746,0.0015746,0.0015746
348,6488.98,0.94848,0.50924,0.0019,0.84077,0.65959,0.6863,0.44457,1.33565,1.1637,0.00356,0.0015647,0.0015647,0.0015647
349,6507.47,0.93546,0.51465,0.0019,0.88194,0.62992,0.66942,0.43422,1.3559,1.16191,0.00365,0.0015548,0.0015548,0.0015548
350,6527.07,0.9213,0.43884,0.00193,0.83768,0.60225,0.66554,0.43078,1.36457,1.18472,0.00367,0.0015449,0.0015449,0.0015449
351,6545.77,0.93285,0.40497,0.00185,0.75687,0.63666,0.64804,0.43204,1.37614,1.24287,0.00376,0.001535,0.001535,0.001535
352,6563.94,0.90121,0.40552,0.00174,0.74124,0.63016,0.64457,0.43168,1.39384,1.21404,0.00386,0.0015251,0.0015251,0.0015251
353,6582.27,0.92471,0.45786,0.00188,0.7707,0.63387,0.65988,0.44164,1.36482,1.21199,0.00377,0.0015152,0.0015152,0.0015152
354,6600.79,0.97043,0.43985,0.00183,0.81293,0.64005,0.66474,0.44541,1.34762,1.20978,0.0037,0.0015053,0.0015053,0.0015053
355,6620.46,0.96967,0.47544,0.00191,0.82671,0.63715,0.63838,0.42805,1.35671,1.21548,0.0037,0.0014954,0.0014954,0.0014954
356,6638.59,0.88776,0.40546,0.00176,0.80437,0.66802,0.63889,0.43,1.37724,1.15905,0.00374,0.0014855,0.0014855,0.0014855
357,6656.85,0.9176,0.42193,0.00178,0.83631,0.66802,0.66782,0.43226,1.37639,1.15366,0.00374,0.0014756,0.0014756,0.0014756
358,6675.21,0.91514,0.41785,0.00176,0.76192,0.67594,0.63882,0.42954,1.37001,1.15309,0.00382,0.0014657,0.0014657,0.0014657
359,6694.61,0.95852,0.45953,0.00193,0.77684,0.65893,0.65808,0.43727,1.35319,1.24517,0.00367,0.0014558,0.0014558,0.0014558
360,6713.69,0.87786,0.45721,0.00172,0.77208,0.66208,0.66175,0.43984,1.36195,1.21148,0.00371,0.0014459,0.0014459,0.0014459
361,6732.64,0.92748,0.48754,0.00177,0.79425,0.66255,0.66176,0.42795,1.40829,1.15396,0.00388,0.001436,0.001436,0.001436
362,6751.54,0.89613,0.43675,0.00173,0.81385,0.64898,0.66329,0.42806,1.39184,1.20927,0.00376,0.0014261,0.0014261,0.0014261
363,6770.81,0.92604,0.44662,0.00187,0.84643,0.63715,0.67236,0.45403,1.43404,1.12659,0.00403,0.0014162,0.0014162,0.0014162
364,6790.62,0.91914,0.51024,0.00183,0.84815,0.6713,0.6798,0.45716,1.39528,1.2685,0.00383,0.0014063,0.0014063,0.0014063
